   Compiling codescout v0.15.0 (/home/marius/work/claude/codescout)
test tools::symbol::tests::symbol_name_matches_generic_types ... ok
test tools::symbol::tests::symbol_at_hover_retries_once_on_mux_disconnect ... ok
test tools::symbol::tests::search_on_a_tree_with_no_source_files_says_so_instead_of_a_bare_zero ... ok
test tools::symbol::tests::symbol_name_matches_kotlin_backtick_normalization ... ok
test tools::symbol::tests::symbol_at_hover_does_not_retry_non_disconnect_errors ... ok
test tools::symbol::tests::symbol_name_matches_qualifier_elided_in_a_middle_segment ... ok
test tools::symbol::tests::symbol_name_matches_suffix_at_word_boundary ... ok
test tools::symbol::tests::symbol_to_json_body_includes_attributes_when_range_start_line_set ... ok
test tools::symbol::tests::symbol_to_json_body_includes_multiline_attribute ... ok
test tools::symbol::tests::symbol_to_json_body_includes_only_doc_comments ... ok
test tools::symbol::tests::symbol_to_json_body_start_line_equals_start_line_when_no_attributes ... ok
test tools::symbol::tests::symbol_to_json_body_uses_heuristic_when_range_start_line_none ... ok
test tools::symbol::tests::symbol_to_json_child_body_also_uses_full_range ... ok
test tools::symbol::tests::symbol_to_json_field_order_name_kind_before_line_numbers ... ok
test tools::symbol::tests::symbol_to_json_includes_body_start_line ... ok
test tools::symbol::tests::symbol_at_honors_workspace_override_for_relative_path ... ok
test tools::symbol::tests::symbol_at_hover_returns_ok_with_null_content_when_lsp_empty ... ok
test tools::symbol::tests::symbol_to_json_includes_file_when_show_file_true ... ok
test tools::symbol::tests::symbol_at_returns_both_fields_by_default ... ok
test tools::symbol::tests::symbol_to_json_includes_signature_when_detail_present ... ok
test tools::symbol::tests::symbol_to_json_never_includes_source_field ... ok
test tools::run_command::tests::refresh_prompt_on_onboarded_project_returns_refresh_response ... ok
test tools::symbol::tests::symbol_to_json_omits_file_when_show_file_false ... ok
test tools::symbol::tests::symbol_to_json_no_body_start_line_when_include_body_false ... ok
test tools::symbol::tests::symbol_to_json_omits_signature_when_detail_absent ... ok
test tools::symbol::tests::symbols_empty ... ok
test tools::symbol::tests::symbols_alignment ... ok
test tools::symbol::tests::symbols_declares_output_form_text ... ok
test tools::symbol::tests::symbols_in_tree ... ok
test tools::symbol::tests::a_raw_alias_key_reaching_call_directly_is_not_a_name_argument ... ok
test tools::symbol::tests::a_stray_symbol_key_cannot_discard_the_kind_filter ... ok
test tools::symbol::tests::symbols_json_path_hint_points_at_a_body_in_both_response_shapes ... ok
test tools::symbol::tests::symbols_json_path_hint_scans_past_leading_files_without_bodies ... ok
test tools::symbol::tests::symbols_missing_symbols_key ... ok
test tools::symbol::tests::an_exact_name_match_leads_the_substring_results ... ok
test tools::run_command::tests::onboarding_status_includes_per_project_memories_for_workspace ... ok
test tools::symbol::tests::symbols_no_body ... ok
test tools::symbol::tests::symbols_overview_children_with_methods ... ok
test tools::run_command::tests::onboarding_status_omits_private_memories_field_when_empty ... ok
test tools::symbol::tests::symbols_overview_children_with_fields ... ok
test tools::symbol::tests::symbols_overview_directory_mode ... ok
test tools::symbol::tests::symbols_allows_regex_chars_in_an_exact_lookup ... ok
test tools::symbol::tests::symbols_overview_empty_directory ... ok
test tools::symbol::tests::symbols_overview_empty_file ... ok
test tools::symbol::tests::symbols_overview_file_mode ... ok
test tools::symbol::tests::symbols_falls_back_to_document_symbols_on_bad_workspace_range ... ok
test tools::symbol::tests::symbols_overview_flat_cap_not_triggered_for_leaf_heavy_symbols ... ok
test tools::symbol::tests::symbols_overview_missing_symbols_key ... ok
test tools::symbol::tests::symbols_overview_flat_cap_triggers_on_symbol_with_many_children ... ok
test tools::symbol::tests::symbols_overview_pattern_mode ... ok
test tools::symbol::tests::symbols_overview_falls_back_to_treesitter_when_lsp_returns_empty ... ok
test tools::symbol::tests::symbols_empty_directory_returns_empty ... ok
test tools::symbol::tests::symbols_overview_returns_empty_for_empty_file_via_treesitter ... ok
test tools::symbol::tests::an_unreadable_directory_is_counted_rather_than_silently_dropped ... ok
test tools::symbol::tests::edit_code_accepts_the_sibling_tools_names_for_symbol_and_body ... ok
test tools::symbol::tests::symbols_overview_single_file_cap_unit ... ok
test tools::symbol::tests::symbols_overview_single_file_no_overflow_under_cap_unit ... ok
test tools::symbol::tests::symbols_overview_singular_symbol_word ... ok
test tools::run_command::tests::unfiltered_output_carries_a_line_count_and_explicit_empty_stdout ... ok
test tools::symbol::tests::symbols_overview_with_overflow ... ok
test tools::symbol::tests::symbols_overview_nested_dir_returns_overview_mode ... ok
test tools::symbol::tests::get_symbols_overview_finds_nested_files ... ok
test tools::run_command::tests::onboarding_writes_language_patterns_memory ... ok
test tools::symbol::tests::include_docs_attaches_docs_in_search_mode ... ok
test tools::symbol::tests::edit_code_replace_appends_caller_hint ... ok
test tools::run_command::tests::pipe_inheritance_from_shell_background_causes_timeout ... ok
test tools::run_command::tests::unfiltered_output_line_count_survives_inline_truncation ... ok
test tools::symbol::tests::kind_filters_an_exact_name_path_lookup_in_both_directions ... ok
test tools::symbol::tests::symbols_rejects_regex_alternation ... ok
test tools::symbol::tests::symbols_schema_includes_scope ... ok
test tools::symbol::tests::symbols_propagates_error_when_fallback_also_fails ... ok
test tools::symbol::tests::symbols_rejects_regex_wildcard ... ok
test tools::symbol::tests::edit_code_insert_honors_workspace_override_pin ... ok
test tools::symbol::tests::symbols_include_docs_returns_docstrings ... ok
test tools::symbol::tests::symbols_scope_libraries_searches_library_dirs ... ok
test tools::symbol::tests::get_symbols_overview_returns_symbols ... ok
test tools::symbol::tests::symbols_single_line_location ... ok
test tools::symbol::tests::symbols_with_long_body_inlines_full_content ... ok
test tools::symbol::tests::symbols_with_body ... ok
test tools::symbol::tests::search_on_a_populated_tree_returns_a_bare_zero_for_a_missing_symbol ... ok
test tools::symbol::tests::symbols_with_overflow ... ok
test tools::symbol::tests::symbols_with_overflow_names_the_true_file_count_not_the_page_one ... ok
test tools::symbol::tests::symbols_with_overflow_names_the_capped_file_breakdown ... ok
test tools::symbol::tests::symbols_name_path_pattern_in_directory ... ok
test tools::symbol::tests::symbols_with_overflow_stays_silent_when_the_file_breakdown_is_not_capped ... ok
test tools::symbol::tests::symbols_without_files_count_falls_back_to_the_page_count ... ok
test tools::symbol::tests::tag_external_path_discovers_and_registers ... ok
test tools::symbol::tests::tag_external_path_returns_project_for_internal ... ok
test tools::symbol::tests::text_sweep_finds_matches_in_comments_and_docs ... ok
test tools::symbol::tests::symbols_overview_scope_libraries_includes_library_files ... ok
test tools::symbol::tests::text_sweep_limits_previews_per_file ... ok
test tools::symbol::tests::symbols_name_path_pattern_project_wide ... ok
test tools::symbol::tests::text_sweep_respects_max_matches_cap ... ok
test tools::symbol::tests::tools_error_without_project ... ok
test tools::symbol::tests::uri_to_path_parses_unix_uri ... ok
test tools::symbol::tests::validate_symbol_position_accepts_lead_in_blank_line ... ok
test tools::symbol::tests::validate_symbol_position_accepts_lead_in_kdoc_continuation ... ok
test tools::symbol::tests::validate_symbol_position_accepts_lead_in_paren_close ... ok
test tools::symbol::tests::text_sweep_uses_word_boundary ... ok
test tools::symbol::tests::text_sweep_skips_lsp_modified_files ... ok
test tools::symbol::tests::validate_symbol_position_accepts_lead_in_python_decorator ... ok
test tools::symbol::tests::validate_symbol_position_accepts_lead_in_rust_attribute ... ok
test tools::symbol::tests::validate_symbol_position_accepts_multiline_signature ... ok
test tools::symbol::tests::validate_symbol_position_accepts_valid_position ... ok
test tools::symbol::tests::validate_symbol_position_catches_lead_in_with_distant_name ... ok
test tools::symbol::tests::validate_symbol_position_detects_stale_positions ... ok
test tools::symbol::tests::validate_symbol_position_catches_start_line_inside_preceding_function ... ok
test tools::symbol::tests::symbols_overview_honors_explicit_include_body_true ... ok
test tools::symbol::tests::validate_symbol_range_picks_correct_function ... ok
test tools::symbol::tests::symbols_search_honors_workspace_override_for_glob_path ... ok
test tools::symbol::tests::validate_symbol_range_recurses_into_children ... ok
test tools::symbol::tests::validate_symbol_range_accepts_good_range ... ok
test tools::symbol::tests::validate_symbol_range_accepts_when_ast_unavailable ... ok
test tools::symbol::tests::validate_symbol_range_rejects_degenerate_python ... ok
test tools::symbol::tests::validate_symbol_range_rejects_degenerate_range ... ok
test tools::symbol::tests::validate_symbol_range_rejects_degenerate_rust_with_doc ... ok
test tools::symbol::tests::validate_symbol_range_rejects_degenerate_go ... ok
test tools::symbol::tests::validate_symbol_range_rejects_truncated_end_line ... ok
test tools::symbol::tests::validate_symbol_range_rejects_degenerate_typescript ... ok
test tools::symbol::tests::write_lines_empty_with_trailing_newline ... ok
test tools::symbol::tests::symbols_path_type_file ... ok
test tools::symbol::tests::write_lines_no_trailing_newline ... ok
test tools::symbol::tests::symbols_allows_plain_pattern ... ok
test tools::symbol::tests::symbols_overview_scope_project_excludes_libraries ... ok
test tools::symbol::tests::write_lines_with_trailing_newline ... ok
test tools::tree::tests::a_capped_tally_says_at_least_and_refuses_the_comparison ... ok
test tools::symbol::tests::symbols_path_type_directory ... ok
test tools::tree::tests::an_uncapped_tally_states_the_count_without_hedging ... ok
test tools::tree::tests::a_pruned_hidden_directory_counts_as_one_entry_not_as_its_contents ... ok
test tools::tree::tests::list_mode_include_hidden_lists_them ... ok
test tools::tree::tests::list_mode_reports_the_hidden_entries_it_withheld ... ok
test tools::tree::tests::list_mode_is_silent_with_no_hidden_entries ... ok
test usage::content_tests::classify_content_clean_success ... ok
test usage::content_tests::classify_content_empty_blocks ... ok
test usage::content_tests::classify_content_error_result ... ok
test usage::content_tests::classify_content_recoverable_error ... ok
test tools::tree::tests::tree_lists_when_no_glob ... ok
test usage::content_tests::classify_detects_overflow_by_output_id_not_legacy_key ... ok
test usage::content_tests::extract_friction_target_coalesces_input_keys ... ok
test usage::content_tests::extract_friction_target_ignores_shell_commands ... ok
test usage::content_tests::extract_friction_target_reads_the_documented_path_aliases ... ok
test usage::content_tests::extract_overflow_tokens_reads_buffered_bytes_over_four ... ok
test tools::tree::tests::a_glob_matching_both_reports_the_withheld_count_beside_a_nonzero_result ... ok
test tools::tree::tests::include_hidden_lists_the_files_the_default_withholds ... ok
test tools::tree::tests::tree_call_content_returns_text_not_json ... ok
test tools::tree::tests::tree_finds_when_glob_set ... ok
test tools::tree::tests::no_warning_when_the_hidden_paths_held_nothing_matching ... ok
test tools::tree::tests::glob_naming_a_hidden_dir_reports_what_it_withheld ... ok
test tools::symbol::tests::symbols_directory_relative_path ... ok
test usage::db::tests::err_families_lists_exactly_what_the_classifier_can_emit ... ok
test tools::symbol::tests::symbols_path_type_nested_directory ... ok
test usage::db::tests::extending_the_taxonomy_moves_the_backfill_fingerprint ... ok
test usage::db::tests::normalize_err_family_maps_iron_law_routing_errors ... ok
test usage::db::tests::normalize_err_family_maps_the_unclassified_head ... ok
test usage::db::tests::normalize_err_family_maps_the_2026_08_20_unclassified_head ... ok
test tools::symbol::tests::symbols_project_wide_treesitter_fallback ... ok
test tools::symbol::tests::symbols_path_type_glob ... ok
test tools::symbol::tests::symbols_overview_force_mode_symbols_bypasses_threshold ... ok
test tools::semantic::semantic_search::classify_search_error_tests::the_batch_sparse_producers_real_error_reaches_an_embedder_bucket ... ok
test tools::symbol::tests::symbols_overview_small_tree_recurses_fully ... ok
test tools::symbol::tests::symbols_by_name ... ok
test tools::symbol::tests::symbols_single_file_overview_normalizes_echoed_path ... ok
test server::tests::peer_tool_env_var_off_overrides_project_toml_on ... ok
test tools::symbol::tests::symbols_scope_project_default_excludes_libraries ... ok
test tools::symbol::tests::symbols_project_wide_uses_workspace_symbol ... ok
test tools::symbol::tests::symbols_with_multiple_matches_returns_all ... ok
test tools::symbol::tests::symbols_scope_all_searches_both ... ok
test tools::symbol::tests::the_two_modes_return_different_symbol_sets_on_this_fixture ... ok
test tools::semantic::tests::index_status_no_index ... ok
test usage::content_tests::record_content_stores_input_in_debug_mode ... ok
test usage::db::tests::the_family_fingerprint_is_stable_odd_and_never_zero ... ok
test usage::db::tests::the_recorder_never_assumes_a_clean_build ... ok
test usage::content_tests::record_content_populates_friction_fields_on_overflow ... ok
test usage::db::tests::backfill_reruns_when_the_stored_marker_does_not_match ... ok
test usage::content_tests::record_content_pinned_into_a_worktree_writes_to_the_main_checkouts_db ... ok
test usage::content_tests::record_content_no_input_in_normal_mode ... ok
test usage::content_tests::record_content_uses_the_passed_cc_session_id_not_the_file ... ok
test usage::db::tests::query_lsp_stats_recent_returns_last_20 ... ok
test usage::db::tests::open_db_creates_table ... ok
test usage::db::tests::open_db_migrates_friction_columns ... ok
test usage::db::tests::query_lsp_stats_aggregates_correctly ... ok
test usage::db::tests::backfill_fills_project_root_and_err_family_once ... ok
test usage::db::tests::query_stats_counts_correctly ... ok
test usage::db::tests::query_lsp_stats_surfaces_fail_only_language ... ok
test util::file_address::tests::from_lsp_uri_falls_back_to_raw_path ... ok
test util::file_address::tests::from_path_round_trips_absolute ... ok
test util::file_address::tests::from_lsp_uri_unix_uri ... ok
test util::file_address::tests::from_uri_str_returns_none_for_garbage ... ok
test util::fs::tests::atomic_write_preserves_exec_bit ... ok
test util::fs::tests::atomic_write_removes_its_tmp_file_when_the_write_itself_fails ... ok
test usage::db::tests::open_db_migrates_traceability_columns ... ok
test util::fs::tests::detect_project_root_finds_cargo_toml ... ok
test util::fs::tests::detect_project_root_prefers_codescout_dir_over_git ... ok
test util::fs::tests::drive_letter_prefix_len_bare_drive ... ok
test util::fs::tests::drive_letter_prefix_len_none_for_posix_and_malformed ... ok
test util::fs::tests::drive_letter_prefix_len_verbatim_form ... ok
test util::fs::tests::find_ancestor_finds_marker_in_current_dir ... ok
test util::fs::tests::find_ancestor_returns_none_when_absent ... ok
test util::fs::tests::find_ancestor_walks_up_to_parent ... ok
test util::fs::tests::read_utf8_missing_file_errors ... ok
test util::fs::tests::relative_forward_slash_falls_back_to_absolute_outside_root ... ok
test util::fs::tests::read_write_utf8_roundtrip ... ok
test util::fs::tests::relative_forward_slash_strips_root ... ok
test util::fs::tests::repo_path_as_ref_str_works_with_format_args ... ok
test util::fs::tests::repo_path_display_matches_inner ... ok
test util::fs::tests::repo_path_from_path_normalizes_backslashes ... ok
test util::fs::tests::repo_path_idempotent_via_string_roundtrip ... ok
test util::fs::tests::repo_path_from_trait_works_for_path_and_pathbuf ... ok
test util::fs::tests::repo_path_into_string_consumes ... ok
test util::fs::tests::staging_paths_are_distinct_for_files_that_share_a_stem ... ok
test util::fs::tests::state_dir_falls_back_to_home_local_state ... ok
test util::fs::tests::state_dir_ignores_a_relative_xdg_state_home ... ok
test util::fs::tests::state_dir_is_none_when_neither_is_available ... ok
test util::fs::tests::state_dir_is_none_when_xdg_relative_and_home_absent ... ok
test util::fs::tests::state_dir_prefers_an_absolute_xdg_state_home ... ok
test util::fs::tests::state_dir_uses_xdg_even_when_home_is_absent ... ok
test usage::db::tests::query_lsp_stats_window_excludes_old_rows ... ok
test util::fs::tests::the_staging_path_stays_beside_its_target ... ok
test util::fs::tests::to_forward_slash_converts_backslashes_on_any_platform ... ok
test usage::content_tests::record_content_distinguishes_a_recoverable_error_from_a_hard_one ... ok
test util::fs::tests::to_forward_slash_is_idempotent ... ok
test util::fs::tests::to_forward_slash_passes_through_forward_slash_input ... ok
test util::librarian_guard::tests::a_catalogued_but_unaugmented_file_stays_directly_editable ... ok
test util::fs::tests::write_utf8_creates_intermediate_dirs ... ok
test util::librarian_guard::tests::a_declared_ledger_is_guarded_with_no_id_and_no_augmentation ... ok
test util::librarian_guard::tests::a_ledger_refusal_names_both_the_entry_route_and_the_prose_route ... ok
test util::librarian_guard::tests::a_stamped_only_file_refuses_frontmatter_writes_and_permits_reads_and_body_edits ... ok
test util::librarian_guard::tests::a_stamped_refusal_names_the_stamp_as_its_reason ... ok
test util::librarian_guard::tests::a_valueless_entry_prefix_declares_nothing ... ok
test util::librarian_guard::tests::an_augmented_artifact_is_guarded_even_with_no_frontmatter_id ... ok
test util::librarian_guard::tests::an_id_is_recognised_whatever_yaml_quoting_it_was_serialised_with ... ok
test util::librarian_guard::tests::detects_librarian_artifact ... ok
test util::librarian_guard::tests::entry_prefix_outside_frontmatter_declares_nothing ... ok
test util::librarian_guard::tests::every_yaml_form_of_entry_prefix_is_recognised ... ok
test util::librarian_guard::tests::guard_fires_on_a_quoted_id_the_way_it_does_on_a_bare_one ... ok
test util::librarian_guard::tests::guard_passes_for_plain_markdown ... ok
test util::librarian_guard::tests::guard_returns_recoverable_error_for_artifact ... ok
test util::librarian_guard::tests::ignores_non_hex_id ... ok
test util::librarian_guard::tests::ignores_uppercase_hex_id ... ok
test util::librarian_guard::tests::ignores_wrong_id_length ... ok
test util::librarian_guard::tests::installing_an_oracle_replaces_the_one_before_it ... ok
test util::librarian_guard::tests::stripping_quotes_does_not_loosen_the_id_rule ... ok
test util::librarian_guard::tests::ignores_non_frontmatter_file ... ok
test util::librarian_guard::tests::the_ledger_hint_does_not_leak_into_the_augmented_or_stamped_arms ... ok
test util::librarian_guard::tests::the_refusal_sentence_scopes_itself_to_what_the_arm_actually_forbids ... ok
test util::librarian_guard::tests::the_stamped_hint_names_grammar_not_the_frontmatter_param_as_the_discriminator ... ok
test util::librarian_guard::tests::the_stamped_hint_names_the_catalog_route_and_says_body_edits_are_allowed ... ok
test util::librarian_response::tests::names_path_containing_generalises_and_normalises_separators ... ok
test util::librarian_response::tests::scans_every_documented_shape_without_a_librarian_dependency ... ok
test util::librarian_sync::tests::a_path_with_no_catalog_row_reports_false_without_creating_one ... ok
test util::librarian_sync::tests::an_installed_hook_is_called_with_the_written_path ... ok
test util::librarian_sync::tests::installing_twice_replaces_rather_than_discarding ... ok
test util::librarian_sync::tests::no_installed_hook_is_a_silent_no_op ... ok
test util::markdown_fence::tests::a_backtick_run_does_not_close_a_tilde_fence ... ok
test util::markdown_fence::tests::a_closer_with_trailing_content_is_not_a_closer ... ok
test util::markdown_fence::tests::a_longer_run_closes_a_shorter_fence ... ok
test util::markdown_fence::tests::a_run_shorter_than_three_never_opens_a_fence ... ok
test util::markdown_fence::tests::a_shorter_run_does_not_close_a_longer_fence ... ok
test util::markdown_fence::tests::a_tilde_fence_info_string_may_contain_backticks ... ok
test util::markdown_fence::tests::balanced_is_not_a_parity_count ... ok
test util::markdown_fence::tests::balanced_reports_an_unclosed_fence ... ok
test util::markdown_fence::tests::an_inline_code_span_of_a_fence_does_not_open_a_block ... ok
test util::markdown_fence::tests::feed_reports_only_real_delimiters ... ok
test util::markdown_fence::tests::plain_nested_fences_still_round_trip ... ok
test usage::db::tests::recent_errors_returns_latest_errors ... ok
test util::path_security::tests::a_cd_that_stays_inside_the_project_still_blocks ... ok
test util::path_security::tests::a_cd_out_of_the_project_makes_a_relative_source_read_reachable_again ... ok
test util::path_security::tests::a_cd_the_gate_cannot_resolve_keeps_blocking ... ok
test util::path_security::tests::a_cd_inside_a_pipeline_does_not_move_the_shell_for_other_stages ... ok
test util::path_security::tests::a_quoted_count_flag_makes_grep_an_aggregator_again ... ok
test util::path_security::tests::a_quoted_head_still_names_the_command ... ok
test util::path_security::tests::a_heredoc_only_match_is_flagged_and_the_reason_says_where_it_matched ... ok
test util::path_security::tests::a_quoted_multiword_grep_pattern_survives_whole ... ok
test util::path_security::tests::a_match_in_executable_position_carries_no_heredoc_note ... ok
test util::path_security::tests::a_quoted_recursive_flag_is_seen ... ok
test util::path_security::tests::a_resolved_in_project_read_carries_no_unresolved_caveat ... ok
test util::path_security::tests::an_interpreter_heredoc_is_still_flagged_because_its_body_executes ... ok
test util::path_security::tests::an_option_glob_still_counts_without_evidence_of_an_outside_target ... ok
test util::path_security::tests::an_unattributed_block_falls_back_to_the_original_wording ... ok
test util::path_security::tests::an_option_glob_does_not_force_the_in_project_verdict ... ok
test util::path_security::tests::an_unclosed_quote_falls_back_instead_of_skipping_the_check ... ok
test util::path_security::tests::an_unexpanded_expansion_says_the_path_was_never_resolved ... ok
test util::path_security::tests::classify_empty_is_denied ... ok
test util::path_security::tests::an_unexpanded_expansion_still_blocks ... ok
test util::path_security::tests::classify_outside_root_is_outsideroot ... ok
test usage::content_tests::record_content_stores_output_for_errors_in_debug_mode ... ok
test util::path_security::tests::commit_backtick_gate_flags_the_shape_that_silently_mangled_a_real_commit ... ok
test util::path_security::tests::classify_in_project_is_allowed ... ok
test util::path_security::tests::commit_backtick_gate_ignores_single_quoted_backticks ... ok
test util::path_security::tests::commit_backtick_gate_covers_every_message_flag_spelling ... ok
test util::path_security::tests::commit_backtick_gate_ignores_backslash_escaped_backticks ... ok
test util::path_security::tests::commit_backtick_gate_ignores_backticks_confined_to_a_heredoc_body ... ok
test util::path_security::tests::configured_off_refusal_rejects_the_reactivation_remedy ... ok
test util::path_security::tests::compound_and_then_cat_blocked ... ok
test util::path_security::tests::commit_backtick_gate_ignores_a_quoted_heredoc_message ... ok
test util::path_security::tests::file_write_disabled_blocks_all_write_tools ... ok
test util::path_security::tests::commit_backtick_gate_ignores_substitution_outside_a_commit_message ... ok
test util::path_security::tests::default_profile_still_enforces_all_gates ... ok
test util::path_security::tests::file_write_disabled_message_points_to_workspace_status ... ok
test util::path_security::tests::file_write_enabled_by_default ... ok
test util::path_security::tests::dangerous_command_catches_quote_and_escape_evasion ... ok
test util::path_security::tests::custom_dangerous_patterns ... ok
test util::path_security::tests::file_write_enabled_disabled_blocks_approve_write ... ok
test util::path_security::tests::git_commit_with_ampersand_and_source_in_message_not_blocked ... ok
test util::path_security::tests::git_commit_with_tail_in_message_not_blocked ... ok
test util::path_security::tests::grep_on_source_with_identifier_gives_symbol_ladder ... ok
test usage::db::tests::query_stats_empty_db ... ok
test util::path_security::tests::dangerous_command_detected ... ok
test util::path_security::tests::grep_on_source_with_regex_gives_generic_hint ... ok
test util::path_security::tests::hard_denials_say_that_approve_write_will_not_help ... ok
test util::path_security::tests::home_dir_returns_some_on_all_platforms ... ok
test util::path_security::tests::grep_pipe_alternation_uses_first_part_in_hint ... ok
test util::path_security::tests::grep_value_taking_flag_skipped_for_identifier ... ok
test util::path_security::tests::il3_allows_a_field_selector_after_an_unbounded_producer ... ok
test util::path_security::tests::il3_allows_a_digest_stage_to_bound_the_pipeline ... ok
test util::path_security::tests::il3_allows_a_pipe_that_only_appears_inside_a_heredoc_body ... ok
test util::path_security::tests::il3_allows_a_pipeline_that_trims_then_collapses ... ok
test util::path_security::tests::il3_allows_a_quoted_pipe_inside_an_argument ... ok
test util::path_security::tests::il3_allows_a_trimmer_downstream_of_a_collapsing_stage ... ok
test util::path_security::tests::il3_allows_awk_file_pipe_sort ... ok
test util::path_security::tests::il3_allows_buffer_op_cat_bg_head ... ok
test util::path_security::tests::il3_allows_buffer_op_file_ref ... ok
test util::path_security::tests::il3_allows_buffer_op_grep_cmd_sort ... ok
test usage::db::tests::query_stats_window_excludes_old_rows ... ok
test util::path_security::tests::il3_allows_buffer_op_grep_tool_sort ... ok
test util::path_security::tests::il3_allows_cargo_pipe_wc ... ok
test util::path_security::tests::il3_allows_cat_pipe_grep ... ok
test util::path_security::tests::il3_allows_counting_grep ... ok
test util::path_security::tests::il3_allows_counting_grep_bundled_flag ... ok
test util::path_security::tests::il3_allows_find_with_maxdepth ... ok
test util::path_security::tests::il3_allows_git_branch_show_current ... ok
test util::path_security::tests::il3_allows_git_log_with_dash_n_count ... ok
test util::path_security::tests::il3_allows_counting_grep_long_flag ... ok
test util::path_security::tests::il3_allows_git_log_with_explicit_count ... ok
test util::path_security::tests::il3_allows_fd_pipe_wc ... ok
test util::path_security::tests::il3_allows_git_status_pipe_wc ... ok
test util::path_security::tests::il3_allows_git_show_stat ... ok
test util::path_security::tests::il3_allows_git_status_porcelain ... ok
test util::path_security::tests::il3_allows_grep_recursive_pipe_wc ... ok
test util::path_security::tests::il3_allows_grep_single_file_pipe_sort ... ok
test util::path_security::tests::il3_allows_ls_pipe_head ... ok
test util::path_security::tests::il3_allows_no_pipe ... ok
test util::path_security::tests::il3_allows_pipe_to_jq ... ok
test util::path_security::tests::il3_allows_sed_file_pipe_head ... ok
test util::path_security::tests::il3_allows_single_line_git_plumbing_piped_to_a_trimmer ... ok
test util::path_security::tests::il3_allows_the_patch_id_workflow_tracker_conventions_mandates ... ok
test util::path_security::tests::il3_allows_tr_after_an_unbounded_producer ... ok
test util::path_security::tests::il3_allows_unknown_lhs_command ... ok
test util::path_security::tests::il3_blocks_bare_git_log ... ok
test util::path_security::tests::il3_analyses_each_semicolon_separated_command_on_its_own ... ok
test util::path_security::tests::il3_blocks_context_grep_still ... ok
test util::path_security::tests::il3_blocks_cargo_test_pipe_grep ... ok
test util::path_security::tests::il3_blocks_filtering_grep_still ... ok
test util::path_security::tests::il3_blocks_find_no_maxdepth ... ok
test util::path_security::tests::il3_blocks_git_diff_without_a_limiter ... ok
test util::path_security::tests::il3_blocks_git_oneline_without_a_count ... ok
test util::path_security::tests::il3_blocks_git_pipe_head_still ... ok
test util::path_security::tests::il3_blocks_grep_long_recursive ... ok
test util::path_security::tests::il3_blocks_grep_recursive ... ok
test util::path_security::tests::il3_blocks_rg_pipe_head ... ok
test util::path_security::tests::il3_blocks_when_ref_only_on_rhs ... ok
test util::path_security::tests::il3_control_plain_violations_still_fire_after_quote_awareness ... ok
test util::path_security::tests::il3_detects_a_piped_unbounded_command_on_a_later_line ... ok
test util::path_security::tests::il3_does_not_read_the_limiter_from_the_trimmer ... ok
test util::path_security::tests::il3_does_not_split_a_newline_inside_a_quoted_argument ... ok
test util::path_security::tests::il3_does_not_treat_the_rhs_of_a_logical_or_as_a_pipe_stage ... ok
test util::path_security::tests::il3_error_names_the_offending_segment_not_the_whole_script ... ok
test util::path_security::tests::il3_error_warns_that_the_buffer_it_recommends_is_capped ... ok
test util::path_security::tests::il3_friction_repro_allowed ... ok
test util::path_security::tests::il3_segment_split_does_not_confuse_redirection_or_a_lone_pipe ... ok
test util::path_security::tests::il3_still_blocks_awk_which_can_select_records ... ok
test util::path_security::tests::il3_still_blocks_a_real_pipe_on_the_line_that_opens_a_heredoc ... ok
test util::path_security::tests::il3_still_blocks_git_config_listing_the_whole_file ... ok
test util::path_security::tests::il3_still_blocks_rev_parse_when_it_enumerates_refs ... ok
test util::path_security::tests::il3_still_blocks_sed_which_can_select_records ... ok
test util::path_security::tests::il3_limiter_matches_gits_attached_value_spellings ... ok
test util::path_security::tests::il3_still_blocks_when_nothing_in_the_pipeline_collapses ... ok
test util::path_security::tests::il3_still_blocks_when_a_quoted_separator_precedes_a_real_pipe ... ok
test util::path_security::tests::indexing_disabled_blocks_search_tools ... ok
test util::path_security::tests::is_identifier_pattern_accepts_pipe_alternation ... ok
test util::path_security::tests::il3_treats_a_here_string_as_having_no_body ... ok
test util::path_security::tests::is_identifier_pattern_accepts_single ... ok
test util::path_security::tests::is_identifier_pattern_rejects_regex_and_empty ... ok
test util::path_security::tests::library_disabled_when_file_write_false ... ok
test util::path_security::tests::library_paths_default_is_empty ... ok
test util::path_security::tests::list_git_worktrees_empty_when_no_git_dir ... ok
test util::path_security::tests::is_source_path_recognizes_supported_extensions ... ok
test util::path_security::tests::list_git_worktrees_rejects_null_byte ... ok
test util::path_security::tests::list_git_worktrees_finds_linked_worktrees ... ok
test util::path_security::tests::list_git_worktrees_rejects_relative_path ... ok
test util::path_security::tests::mask_heredoc_bodies_keeps_a_pipe_outside_the_body ... ok
test util::path_security::tests::mask_heredoc_bodies_leaves_a_command_without_a_heredoc_untouched ... ok
test util::path_security::tests::mask_heredoc_bodies_blanks_a_pipe_in_the_body ... ok
test util::path_security::tests::maxdepth_is_matched_as_a_token_not_a_substring ... ok
test util::path_security::tests::mask_heredoc_bodies_preserves_byte_offsets ... ok
test util::path_security::tests::masking_hides_body_pipes_from_terminal_filter_detection ... ok
test util::path_security::tests::or_then_tail_blocked ... ok
test util::path_security::tests::pipe_chain_with_source_blocked ... ok
